Date,Open,High,Low,Close
06/07/2021,"0.000277","0.000278","0.000277","0.000277"
06/04/2021,"0.000273","0.000278","0.000273","0.000277"
06/03/2021,"0.000274","0.000274","0.000272","0.000273"
06/02/2021,"0.000273","0.000276","0.000273","0.000274"
06/01/2021,"0.000270","0.000273","0.000270","0.000273"
05/31/2021,"0.000270","0.000270","0.000270","0.000270"
05/28/2021,"0.000269","0.000270","0.000268","0.000270"
05/27/2021,"0.000267","0.000269","0.000267","0.000269"
05/26/2021,"0.000267","0.000268","0.000266","0.000267"
05/25/2021,"0.000268","0.000269","0.000267","0.000267"
05/24/2021,"0.000267","0.000268","0.000265","0.000268"
05/21/2021,"0.000269","0.000270","0.000266","0.000267"
05/20/2021,"0.000271","0.000272","0.000267","0.000269"
05/19/2021,"0.000273","0.000273","0.000271","0.000271"
05/18/2021,"0.000271","0.000274","0.000271","0.000273"
05/17/2021,"0.000271","0.000272","0.000271","0.000271"
05/14/2021,"0.000269","0.000273","0.000269","0.000271"
05/13/2021,"0.000267","0.000269","0.000266","0.000269"
05/12/2021,"0.000269","0.000270","0.000266","0.000267"
05/11/2021,"0.000270","0.000271","0.000268","0.000269"
05/10/2021,"0.000267","0.000270","0.000266","0.000270"
05/07/2021,"0.000263","0.000267","0.000263","0.000267"
05/06/2021,"0.000260","0.000265","0.000259","0.000263"
05/05/2021,"0.000261","0.000262","0.000259","0.000260"
05/04/2021,"0.000263","0.000263","0.000260","0.000261"
05/03/2021,"0.000266","0.000267","0.000261","0.000263"
04/30/2021,"0.000269","0.000269","0.000266","0.000266"
04/29/2021,"0.000271","0.000271","0.000268","0.000269"
04/28/2021,"0.000269","0.000271","0.000269","0.000271"
04/27/2021,"0.000271","0.000272","0.000268","0.000269"
04/26/2021,"0.000276","0.000276","0.000271","0.000271"
04/23/2021,"0.000275","0.000276","0.000274","0.000276"
04/22/2021,"0.000277","0.000278","0.000274","0.000275"
04/21/2021,"0.000274","0.000277","0.000274","0.000277"
04/20/2021,"0.000276","0.000276","0.000274","0.000274"
04/19/2021,"0.000278","0.000278","0.000275","0.000276"
04/16/2021,"0.000277","0.000279","0.000276","0.000278"
04/15/2021,"0.000273","0.000277","0.000273","0.000277"
04/14/2021,"0.000273","0.000274","0.000272","0.000273"
04/13/2021,"0.000273","0.000273","0.000272","0.000273"
04/12/2021,"0.000273","0.000275","0.000273","0.000273"
04/09/2021,"0.000276","0.000276","0.000273","0.000273"
04/08/2021,"0.000274","0.000276","0.000274","0.000276"
04/07/2021,"0.000275","0.000276","0.000273","0.000274"
04/06/2021,"0.000272","0.000275","0.000272","0.000275"
04/05/2021,"0.000273","0.000275","0.000272","0.000272"
04/02/2021,"0.000273","0.000274","0.000273","0.000273"
04/01/2021,"0.000273","0.000274","0.000273","0.000273"
03/31/2021,"0.000268","0.000273","0.000268","0.000273"
03/30/2021,"0.000269","0.000269","0.000266","0.000268"
03/29/2021,"0.000271","0.000271","0.000269","0.000269"
03/26/2021,"0.000273","0.000275","0.000271","0.000271"
03/25/2021,"0.000274","0.000274","0.000273","0.000273"
03/24/2021,"0.000276","0.000277","0.000274","0.000274"
03/23/2021,"0.000281","0.000281","0.000276","0.000276"
03/22/2021,"0.000281","0.000281","0.000280","0.000281"
03/19/2021,"0.000282","0.000283","0.000281","0.000281"
03/18/2021,"0.000280","0.000283","0.000278","0.000282"
03/17/2021,"0.000281","0.000281","0.000279","0.000280"
03/16/2021,"0.000281","0.000282","0.000281","0.000281"
03/15/2021,"0.000280","0.000281","0.000278","0.000281"
03/12/2021,"0.000281","0.000282","0.000279","0.000280"
03/11/2021,"0.000281","0.000284","0.000281","0.000281"
03/10/2021,"0.000278","0.000282","0.000278","0.000281"
03/09/2021,"0.000277","0.000279","0.000277","0.000278"
