Date,Open,High,Low,Close
06/04/2021,"0.8245","0.8262","0.8206","0.8218"
06/03/2021,"0.8188","0.8252","0.8186","0.8246"
06/02/2021,"0.8187","0.8221","0.8178","0.8188"
06/01/2021,"0.8178","0.8189","0.8160","0.8186"
05/31/2021,"0.8201","0.8208","0.8175","0.8178"
05/28/2021,"0.8200","0.8242","0.8192","0.8200"
05/27/2021,"0.8202","0.8214","0.8186","0.8201"
05/26/2021,"0.8162","0.8209","0.8154","0.8200"
05/25/2021,"0.8185","0.8189","0.8152","0.8162"
05/24/2021,"0.8209","0.8215","0.8176","0.8186"
05/21/2021,"0.8178","0.8223","0.8169","0.8210"
05/20/2021,"0.8223","0.8223","0.8176","0.8178"
05/19/2021,"0.8181","0.8224","0.8166","0.8213"
05/18/2021,"0.8230","0.8230","0.8174","0.8182"
05/17/2021,"0.8233","0.8247","0.8217","0.8229"
05/14/2021,"0.8279","0.8285","0.8231","0.8233"
05/13/2021,"0.8284","0.8298","0.8259","0.8278"
05/12/2021,"0.8231","0.8288","0.8227","0.8283"
05/11/2021,"0.8244","0.8249","0.8209","0.8230"
05/10/2021,"0.8221","0.8246","0.8184","0.8244"
05/07/2021,"0.8288","0.8297","0.8215","0.8222"
05/06/2021,"0.8329","0.8338","0.8283","0.8289"
05/05/2021,"0.8323","0.8343","0.8314","0.8330"
05/04/2021,"0.8290","0.8334","0.8285","0.8323"
05/03/2021,"0.8311","0.8324","0.8280","0.8289"
04/30/2021,"0.8251","0.8322","0.8246","0.8320"
04/29/2021,"0.8246","0.8263","0.8230","0.8250"
04/28/2021,"0.8270","0.8294","0.8240","0.8247"
04/27/2021,"0.8274","0.8294","0.8268","0.8270"
04/26/2021,"0.8268","0.8290","0.8252","0.8273"
04/23/2021,"0.8322","0.8325","0.8263","0.8265"
04/22/2021,"0.8309","0.8338","0.8285","0.8321"
04/21/2021,"0.8309","0.8334","0.8303","0.8309"
04/20/2021,"0.8309","0.8318","0.8278","0.8309"
04/19/2021,"0.8343","0.8374","0.8299","0.8307"
04/16/2021,"0.8357","0.8368","0.8336","0.8346"
04/15/2021,"0.8347","0.8364","0.8337","0.8357"
04/14/2021,"0.8369","0.8371","0.8341","0.8347"
04/13/2021,"0.8395","0.8419","0.8364","0.8369"
04/12/2021,"0.8403","0.8423","0.8389","0.8396"
04/09/2021,"0.8392","0.8426","0.8388","0.8402"
04/08/2021,"0.8425","0.8431","0.8384","0.8391"
04/07/2021,"0.8422","0.8431","0.8392","0.8423"
04/06/2021,"0.8464","0.8478","0.8418","0.8422"
04/05/2021,"0.8500","0.8520","0.8459","0.8466"
04/02/2021,"0.8490","0.8510","0.8484","0.8504"
04/01/2021,"0.8526","0.8537","0.8489","0.8490"
03/31/2021,"0.8533","0.8545","0.8503","0.8524"
03/30/2021,"0.8500","0.8538","0.8492","0.8534"
03/29/2021,"0.8457","0.8503","0.8457","0.8500"
03/26/2021,"0.8499","0.8500","0.8471","0.8478"
03/25/2021,"0.8465","0.8502","0.8453","0.8500"
03/24/2021,"0.8440","0.8468","0.8436","0.8464"
03/23/2021,"0.8379","0.8444","0.8373","0.8438"
03/22/2021,"0.8369","0.8424","0.8334","0.8380"
03/19/2021,"0.8392","0.8421","0.8376","0.8401"
03/18/2021,"0.8348","0.8399","0.8341","0.8391"
03/17/2021,"0.8401","0.8414","0.8343","0.8346"
03/16/2021,"0.8383","0.8416","0.8366","0.8400"
03/15/2021,"0.8365","0.8395","0.8330","0.8382"
03/12/2021,"0.8342","0.8397","0.8341","0.8365"
03/11/2021,"0.8382","0.8392","0.8339","0.8344"
03/10/2021,"0.8403","0.8426","0.8381","0.8383"
03/09/2021,"0.8442","0.8449","0.8392","0.8403"
03/08/2021,"0.8390","0.8444","0.8353","0.8442"
